"Activity","Subject","Feature","Variable","Axis","Average"
"WALKING","10","BodyGyroJerkMag","std",NA,-0.501027916603774
"WALKING","10","BodyGyroMag","mean",NA,-0.156458730358491
"WALKING","10","BodyGyroMag","std",NA,-0.402025135660377
"WALKING","10","GravityAcc","mean","X",0.963092149811321
"WALKING","10","GravityAcc","mean","Y",-0.0838277013962264
"WALKING","10","GravityAcc","mean","Z",0.0549276242264151
"WALKING","10","GravityAcc","std","X",-0.974435158113208
"WALKING","10","GravityAcc","std","Y",-0.971114719811321
"WALKING","10","GravityAcc","std","Z",-0.957862728301887
"WALKING","10","GravityAccMag","mean",NA,-0.127400912069811
"WALKING","10","GravityAccMag","std",NA,-0.185602396067925
"WALKING","11","BodyAcc","mean","X",-0.0623559194915254
"WALKING","11","BodyAcc","mean","Y",-0.04984771348
"WALKING","11","BodyAcc","mean","Z",-0.361249607101695
"WALKING","11","BodyAcc","std","X",-0.428272691694915
"WALKING","11","BodyAcc","std","Y",-0.074409451790678
"WALKING","11","BodyAcc","std","Z",-0.526859853135593
"WALKING","11","BodyAccJerk","mean","X",-0.185147167982203
"WALKING","11","BodyAccJerk","mean","Y",-0.114516739265254
"WALKING","11","BodyAccJerk","mean","Z",-0.352979349991525
"WALKING","11","BodyAccJerk","std","X",-0.441229691779661
"WALKING","11","BodyAccJerk","std","Y",-0.175798316688983
"WALKING","11","BodyAccJerk","std","Z",-0.734109671610169
"WALKING","11","BodyAccJerkMag","mean",NA,-0.402333202033898
"WALKING","11","BodyAccJerkMag","std",NA,-0.403141284745763
"WALKING","11","BodyAccMag","mean",NA,-0.373418767288136
"WALKING","11","BodyAccMag","std",NA,-0.536095953559322
"WALKING","11","BodyBodyAccJerkMag","mean",NA,-0.395116134237288
"WALKING","11","BodyBodyAccJerkMag","std",NA,-0.41744681559322
"WALKING","11","BodyBodyGyroJerkMag","mean",NA,-0.751914457457627
"WALKING","11","BodyBodyGyroJerkMag","std",NA,-0.773574064745763
"WALKING","11","BodyBodyGyroMag","mean",NA,-0.610222628813559
"WALKING","11","BodyBodyGyroMag","std",NA,-0.59974543779661
"WALKING","11","BodyGyro","mean","X",-0.278723103586441
"WALKING","11","BodyGyro","mean","Y",-0.33180894795
"WALKING","11","BodyGyro","mean","Z",-0.156959443529708
"WALKING","11","BodyGyro","std","X",-0.609748599915254
"WALKING","11","BodyGyro","std","Y",-0.476644235677966
"WALKING","11","BodyGyro","std","Z",-0.466366421016949
"WALKING","11","BodyGyroJerk","mean","X",-0.0918204195491525
"WALKING","11","BodyGyroJerk","mean","Y",-0.0514172549559322
"WALKING","11","BodyGyroJerk","mean","Z",-0.0342677451
"WALKING","11","BodyGyroJerk","std","X",-0.541616397118644
"WALKING","11","BodyGyroJerk","std","Y",-0.737993755932203
"WALKING","11","BodyGyroJerk","std","Z",-0.551079942542373
"WALKING","11","BodyGyroJerkMag","mean",NA,-0.63073270559322
"WALKING","11","BodyGyroJerkMag","std",NA,-0.753671416101695
"WALKING","11","BodyGyroMag","mean",NA,-0.421801673559322
"WALKING","11","BodyGyroMag","std",NA,-0.558362783220339
"WALKING","11","GravityAcc","mean","X",0.946468451355932
"WALKING","11","GravityAcc","mean","Y",-0.212045870169492
"WALKING","11","GravityAcc","mean","Z",0.134053215101695
"WALKING","11","GravityAcc","std","X",-0.98110101440678
"WALKING","11","GravityAcc","std","Y",-0.966240553559322
"WALKING","11","GravityAcc","std","Z",-0.960852684067797
"WALKING","11","GravityAccMag","mean",NA,-0.288323472033898
"WALKING","11","GravityAccMag","std",NA,-0.487735915084746
"WALKING","12","BodyAcc","mean","X",0.111385513045
"WALKING","12","BodyAcc","mean","Y",-0.043431691349
"WALKING","12","BodyAcc","mean","Z",-0.26274320326
"WALKING","12","BodyAcc","std","X",-0.144802896865
"WALKING","12","BodyAcc","std","Y",-0.165649285034
"WALKING","12","BodyAcc","std","Z",-0.4313763785
"WALKING","12","BodyAccJerk","mean","X",-0.017927696929
"WALKING","12","BodyAccJerk","mean","Y",-0.0607986878823
"WALKING","12","BodyAccJerk","mean","Z",-0.243180151236
"WALKING","12","BodyAccJerk","std","X",-0.02228295281
"WALKING","12","BodyAccJerk","std","Y",-0.091730688509
"WALKING","12","BodyAccJerk","std","Z",-0.5218815799
"WALKING","12","BodyAccJerkMag","mean",NA,-0.144064922688
"WALKING","12","BodyAccJerkMag","std",NA,-0.02028505044
"WALKING","12","BodyAccMag","mean",NA,-0.127660276616
"WALKING","12","BodyAccMag","std",NA,-0.32293458411
"WALKING","12","BodyBodyAccJerkMag","mean",NA,-0.029912425338
"WALKING","12","BodyBodyAccJerkMag","std",NA,-0.013953908696
"WALKING","12","BodyBodyGyroJerkMag","mean",NA,-0.5611764414
"WALKING","12","BodyBodyGyroJerkMag","std",NA,-0.5649340126
"WALKING","12","BodyBodyGyroMag","mean",NA,-0.442503784
"WALKING","12","BodyBodyGyroMag","std",NA,-0.4948022154
"WALKING","12","BodyGyro","mean","X",-0.2532448013379
"WALKING","12","BodyGyro","mean","Y",-0.25115772281
"WALKING","12","BodyGyro","mean","Z",-0.1086542860298
"WALKING","12","BodyGyro","std","X",-0.5697031762
"WALKING","12","BodyGyro","std","Y",-0.4465998637
"WALKING","12","BodyGyro","std","Z",-0.38621340392
"WALKING","12","BodyGyroJerk","mean","X",-0.06223893174
"WALKING","12","BodyGyroJerk","mean","Y",-0.049852604592
"WALKING","12","BodyGyroJerk","mean","Z",-0.0467338151926
"WALKING","12","BodyGyroJerk","std","X",-0.3908072382
"WALKING","12","BodyGyroJerk","std","Y",-0.581290691
"WALKING","12","BodyGyroJerk","std","Z",-0.4806421996
"WALKING","12","BodyGyroJerkMag","mean",NA,-0.5174937754
"WALKING","12","BodyGyroJerkMag","std",NA,-0.5488904506
"WALKING","12","BodyGyroMag","mean",NA,-0.35593036512
"WALKING","12","BodyGyroMag","std",NA,-0.4132083408
"WALKING","12","GravityAcc","mean","X",0.9668735148
"WALKING","12","GravityAcc","mean","Y",-0.1559834498
"WALKING","12","GravityAcc","mean","Z",-0.03608428788
"WALKING","12","GravityAcc","std","X",-0.97911312
"WALKING","12","GravityAcc","std","Y",-0.9646191738
"WALKING","12","GravityAcc","std","Z",-0.9502762272
"WALKING","12","GravityAccMag","mean",NA,-0.102204550448
"WALKING","12","GravityAccMag","std",NA,-0.23697286882
"WALKING","13","BodyAcc","mean","X",-0.0295734953508772
"WALKING","13","BodyAcc","mean","Y",0.0384745007373684
"WALKING","13","BodyAcc","mean","Z",-0.179141481877193
"WALKING","13","BodyAcc","std","X",-0.350140121578947
"WALKING","13","BodyAcc","std","Y",0.117031791249123
"WALKING","13","BodyAcc","std","Z",-0.245199966138596
"WALKING","13","BodyAccJerk","mean","X",-0.104750889487456
"WALKING","13","BodyAccJerk","mean","Y",-0.0204179343614035
"WALKING","13","BodyAccJerk","mean","Z",-0.168145613388596
"WALKING","13","BodyAccJerk","std","X",-0.220313113891228
"WALKING","13","BodyAccJerk","std","Y",0.0756115184316667
"WALKING","13","BodyAccJerk","std","Z",-0.390403261842105
"WALKING","13","BodyAccJerkMag","mean",NA,-0.133205034736842
"WALKING","13","BodyAccJerkMag","std",NA,-0.131788528797719
"WALKING","13","BodyAccMag","mean",NA,-0.185122367149123
"WALKING","13","BodyAccMag","std",NA,-0.365467665087719
"WALKING","13","BodyBodyAccJerkMag","mean",NA,-0.15211150075614
"WALKING","13","BodyBodyAccJerkMag","std",NA,-0.113591923723684
"WALKING","13","BodyBodyGyroJerkMag","mean",NA,-0.338527133789474
"WALKING","13","BodyBodyGyroJerkMag","std",NA,-0.349285611070175
"WALKING","13","BodyBodyGyroMag","mean",NA,-0.267472373877193
"WALKING","13","BodyBodyGyroMag","std",NA,-0.379951835438597
"WALKING","13","BodyGyro","mean","X",-0.105138618758772
"WALKING","13","BodyGyro","mean","Y",-0.168030402387544
"WALKING","13","BodyGyro","mean","Z",-0.0990936953057895
"WALKING","13","BodyGyro","std","X",-0.405887312368421
"WALKING","13","BodyGyro","std","Y",-0.304321028219298
"WALKING","13","BodyGyro","std","Z",-0.409351924298246
"WALKING","13","BodyGyroJerk","mean","X",-0.0966598593263158
"WALKING","13","BodyGyroJerk","mean","Y",-0.0319849271912281
"WALKING","13","BodyGyroJerk","mean","Z",-0.0636693233473684
"WALKING","13","BodyGyroJerk","std","X",-0.216812065298246
"WALKING","13","BodyGyroJerk","std","Y",-0.35776089977193
"WALKING","13","BodyGyroJerk","std","Z",-0.341765824491228
"WALKING","13","BodyGyroJerkMag","mean",NA,-0.303508210175439
"WALKING","13","BodyGyroJerkMag","std",NA,-0.322118379807018
"WALKING","13","BodyGyroMag","mean",NA,-0.218669558421053
"WALKING","13","BodyGyroMag","std",NA,-0.253240071964912
"WALKING","13","GravityAcc","mean","X",0.910855709298246
"WALKING","13","GravityAcc","mean","Y",-0.283658580877193
"WALKING","13","GravityAcc","mean","Z",-0.131299718666667
"WALKING","13","GravityAcc","std","X",-0.97254492245614
"WALKING","13","GravityAcc","std","Y",-0.960899845614035
"WALKING","13","GravityAcc","std","Z",-0.948637587719298
"WALKING","13","GravityAccMag","mean",NA,-0.135643867842105
"WALKING","13","GravityAccMag","std",NA,-0.292546377017544
"WALKING","14","BodyAcc","mean","X",-0.0747692869491525
"WALKING","14","BodyAcc","mean","Y",-0.0981901914720339
"WALKING","14","BodyAcc","mean","Z",-0.142061401588983
"WALKING","14","BodyAcc","std","X",-0.399249541949153
"WALKING","14","BodyAcc","std","Y",-0.0539418329418644
"WALKING","14","BodyAcc","std","Z",0.0686866588477966
"WALKING","14","BodyAccJerk","mean","X",-0.200136412717203
"WALKING","14","BodyAccJerk","mean","Y",-0.176325288474576
"WALKING","14","BodyAccJerk","mean","Z",-0.197963437728814
"WALKING","14","BodyAccJerk","std","X",-0.469647364745763
"WALKING","14","BodyAccJerk","std","Y",-0.348933231694915
"WALKING","14","BodyAccJerk","std","Z",-0.500840311864407
"WALKING","14","BodyAccJerkMag","mean",NA,-0.377293155084746
"WALKING","14","BodyAccJerkMag","std",NA,-0.439746918474576
"WALKING","14","BodyAccMag","mean",NA,-0.258960721398305
"WALKING","14","BodyAccMag","std",NA,-0.410647818644068
"WALKING","14","BodyBodyAccJerkMag","mean",NA,-0.431591453389831
"WALKING","14","BodyBodyAccJerkMag","std",NA,-0.453426008983051
"WALKING","14","BodyBodyGyroJerkMag","mean",NA,-0.591036936101695
"WALKING","14","BodyBodyGyroJerkMag","std",NA,-0.65567766220339
"WALKING","14","BodyBodyGyroMag","mean",NA,-0.311386449661017
"WALKING","14","BodyBodyGyroMag","std",NA,-0.265504551525424
"WALKING","14","BodyGyro","mean","X",-0.256036201243559
"WALKING","14","BodyGyro","mean","Y",-0.149431617161017
"WALKING","14","BodyGyro","mean","Z",-0.0808017436949153
"WALKING","14","BodyGyro","std","X",-0.615235149067797
"WALKING","14","BodyGyro","std","Y",0.0342278973471186
"WALKING","14","BodyGyro","std","Z",-0.15316187461017
"WALKING","14","BodyGyroJerk","mean","X",-0.110656054802153
"WALKING","14","BodyGyroJerk","mean","Y",-0.0438969529084746
"WALKING","14","BodyGyroJerk","mean","Z",-0.0388825919508475
"WALKING","14","BodyGyroJerk","std","X",-0.571759911525424
"WALKING","14","BodyGyroJerk","std","Y",-0.536737701694915
"WALKING","14","BodyGyroJerk","std","Z",-0.497187687966102
"WALKING","14","BodyGyroJerkMag","mean",NA,-0.519895046779661
"WALKING","14","BodyGyroJerkMag","std",NA,-0.606103313898305
"WALKING","14","BodyGyroMag","mean",NA,-0.137208741864407
"WALKING","14","BodyGyroMag","std",NA,-0.201401930542373
"WALKING","14","GravityAcc","mean","X",0.802973961525424
"WALKING","14","GravityAcc","mean","Y",-0.270314822881356
"WALKING","14","GravityAcc","mean","Z",-0.422495268474576
"WALKING","14","GravityAcc","std","X",-0.974816884237288
"WALKING","14","GravityAcc","std","Y",-0.954455935762712
"WALKING","14","GravityAcc","std","Z",-0.947516969830508
"WALKING","14","GravityAccMag","mean",NA,-0.144404671779661
"WALKING","14","GravityAccMag","std",NA,-0.36380562779661
"WALKING","15","BodyAcc","mean","X",-0.0217708562037037
"WALKING","15","BodyAcc","mean","Y",0.047120061575
"WALKING","15","BodyAcc","mean","Z",-0.331281978833333
"WALKING","15","BodyAcc","std","X",-0.330241213981481
"WALKING","15","BodyAcc","std","Y",0.10973877370537
"WALKING","15","BodyAcc","std","Z",-0.527979524814815
"WALKING","15","BodyAccJerk","mean","X",-0.150522456601852
"WALKING","15","BodyAccJerk","mean","Y",-0.0290159602935185
"WALKING","15","BodyAccJerk","mean","Z",-0.32412327395575
"WALKING","15","BodyAccJerk","std","X",-0.392358826574074
"WALKING","15","BodyAccJerk","std","Y",-0.0463052303967593
"WALKING","15","BodyAccJerk","std","Z",-0.704659780648148
"WALKING","15","BodyAccJerkMag","mean",NA,-0.320129322962963
"WALKING","15","BodyAccJerkMag","std",NA,-0.310071425166667
"WALKING","15","BodyAccMag","mean",NA,-0.230835446410648
"WALKING","15","BodyAccMag","std",NA,-0.391111558240741
"WALKING","15","BodyBodyAccJerkMag","mean",NA,-0.289753952407407
"WALKING","15","BodyBodyAccJerkMag","std",NA,-0.342411927851852
"WALKING","15","BodyBodyGyroJerkMag","mean",NA,-0.645075178148148
"WALKING","15","BodyBodyGyroJerkMag","std",NA,-0.654010147222222
"WALKING","15","BodyBodyGyroMag","mean",NA,-0.489166383703704
"WALKING","15","BodyBodyGyroMag","std",NA,-0.481750218518519
"WALKING","15","BodyGyro","mean","X",-0.154443872531296
"WALKING","15","BodyGyro","mean","Y",-0.298332442220556
"WALKING","15","BodyGyro","mean","Z",-0.188607786726667
"WALKING","15","BodyGyro","std","X",-0.343628999444444
"WALKING","15","BodyGyro","std","Y",-0.393113108166667
"WALKING","15","BodyGyro","std","Z",-0.515265124537037
"WALKING","15","BodyGyroJerk","mean","X",-0.0776692754648148
"WALKING","15","BodyGyroJerk","mean","Y",-0.0552536572125926
"WALKING","15","BodyGyroJerk","mean","Z",-0.0510976492333333
"WALKING","15","BodyGyroJerk","std","X",-0.283767987222222
"WALKING","15","BodyGyroJerk","std","Y",-0.702402935925926
"WALKING","15","BodyGyroJerk","std","Z",-0.591668608148148
"WALKING","15","BodyGyroJerkMag","mean",NA,-0.543979500555556
"WALKING","15","BodyGyroJerkMag","std",NA,-0.63778595537037
"WALKING","15","BodyGyroMag","mean",NA,-0.243711124444444
"WALKING","15","BodyGyroMag","std",NA,-0.425798469148148
"WALKING","15","GravityAcc","mean","X",0.951524391481481
"WALKING","15","GravityAcc","mean","Y",-0.233918282592593
"WALKING","15","GravityAcc","mean","Z",0.0757356734814815
"WALKING","15","GravityAcc","std","X",-0.978397287962963
"WALKING","15","GravityAcc","std","Y",-0.971056501481481
"WALKING","15","GravityAcc","std","Z",-0.95805876537037
"WALKING","15","GravityAccMag","mean",NA,-0.186514650759259
"WALKING","15","GravityAccMag","std",NA,-0.323878324074074
"WALKING","16","BodyAcc","mean","X",-0.0593834345098039
"WALKING","16","BodyAcc","mean","Y",-0.170964680394216
"WALKING","16","BodyAcc","mean","Z",-0.176583549019608
"WALKING","16","BodyAcc","std","X",-0.406881505980392
"WALKING","16","BodyAcc","std","Y",-0.334470220490196
"WALKING","16","BodyAcc","std","Z",-0.170150554088235
"WALKING","16","BodyAccJerk","mean","X",-0.182191902686274
"WALKING","16","BodyAccJerk","mean","Y",-0.222293187687255
"WALKING","16","BodyAccJerk","mean","Z",-0.209362180647059
"WALKING","16","BodyAccJerk","std","X",-0.399553926764706
"WALKING","16","BodyAccJerk","std","Y",-0.429588258235294
"WALKING","16","BodyAccJerk","std","Z",-0.44844725
"WALKING","16","BodyAccJerkMag","mean",NA,-0.363144483529412
"WALKING","16","BodyAccJerkMag","std",NA,-0.403386563921569
"WALKING","16","BodyAccMag","mean",NA,-0.334614968039216
"WALKING","16","BodyAccMag","std",NA,-0.53198012627451
"WALKING","16","BodyBodyAccJerkMag","mean",NA,-0.378278490588235
"WALKING","16","BodyBodyAccJerkMag","std",NA,-0.441447754509804
"WALKING","16","BodyBodyGyroJerkMag","mean",NA,-0.72068229
"WALKING","16","BodyBodyGyroJerkMag","std",NA,-0.745726853921569
"WALKING","16","BodyBodyGyroMag","mean",NA,-0.669228540784314
"WALKING","16","BodyBodyGyroMag","std",NA,-0.721137001568627
"WALKING","16","BodyGyro","mean","X",-0.305459338776863
"WALKING","16","BodyGyro","mean","Y",-0.344663749676471
"WALKING","16","BodyGyro","mean","Z",-0.175510118705882
"WALKING","16","BodyGyro","std","X",-0.663956491960784
"WALKING","16","BodyGyro","std","Y",-0.612267255784314
"WALKING","16","BodyGyro","std","Z",-0.384354660980392
"WALKING","16","BodyGyroJerk","mean","X",-0.110917348282353
"WALKING","16","BodyGyroJerk","mean","Y",-0.0433876843176471
"WALKING","16","BodyGyroJerk","mean","Z",-0.0532986670705882
"WALKING","16","BodyGyroJerk","std","X",-0.675889722745098
"WALKING","16","BodyGyroJerk","std","Y",-0.712237752941177
"WALKING","16","BodyGyroJerk","std","Z",-0.571264779411765
"WALKING","16","BodyGyroJerkMag","mean",NA,-0.671541834117647
"WALKING","16","BodyGyroJerkMag","std",NA,-0.722808438431373
"WALKING","16","BodyGyroMag","mean",NA,-0.485931932745098
"WALKING","16","BodyGyroMag","std",NA,-0.665078404313725
"WALKING","16","GravityAcc","mean","X",0.925981326078431
"WALKING","16","GravityAcc","mean","Y",-0.0668246472745098
"WALKING","16","GravityAcc","mean","Z",-0.217351194313725
"WALKING","16","GravityAcc","std","X",-0.982469595490196
"WALKING","16","GravityAcc","std","Y",-0.973784841960784
"WALKING","16","GravityAcc","std","Z",-0.961387254313726
"WALKING","16","GravityAccMag","mean",NA,-0.258766694117647
"WALKING","16","GravityAccMag","std",NA,-0.47180926745098
"WALKING","17","BodyAcc","mean","X",-0.0443249098360656
"WALKING","17","BodyAcc","mean","Y",-0.0417571512732787
"WALKING","17","BodyAcc","mean","Z",-0.246312462163934
"WALKING","17","BodyAcc","std","X",-0.31215322352459
"WALKING","17","BodyAcc","std","Y",-0.0365967908197541
"WALKING","17","BodyAcc","std","Z",-0.26410804204918
"WALKING","17","BodyAccJerk","mean","X",-0.173063618293443
"WALKING","17","BodyAccJerk","mean","Y",-0.0906114334508197
"WALKING","17","BodyAccJerk","mean","Z",-0.249525861146721
"WALKING","17","BodyAccJerk","std","X",-0.349679382213115
"WALKING","17","BodyAccJerk","std","Y",-0.0702882205836066
"WALKING","17","BodyAccJerk","std","Z",-0.539088153934426
"WALKING","17","BodyAccJerkMag","mean",NA,-0.301093269180328
"WALKING","17","BodyAccJerkMag","std",NA,-0.275672786229508
"WALKING","17","BodyAccMag","mean",NA,-0.29026576557377
"WALKING","17","BodyAccMag","std",NA,-0.513500187295082
"WALKING","17","BodyBodyAccJerkMag","mean",NA,-0.335938891803279
"WALKING","17","BodyBodyAccJerkMag","std",NA,-0.211231860180328
"WALKING","17","BodyBodyGyroJerkMag","mean",NA,-0.582711859672131
"WALKING","17","BodyBodyGyroJerkMag","std",NA,-0.520385479180328
"WALKING","17","BodyBodyGyroMag","mean",NA,-0.518618058688525
"WALKING","17","BodyBodyGyroMag","std",NA,-0.615320077704918
"WALKING","17","BodyGyro","mean","X",-0.208469681858197
"WALKING","17","BodyGyro","mean","Y",-0.287071810467213
"WALKING","17","BodyGyro","mean","Z",-0.161547975935246
"WALKING","17","BodyGyro","std","X",-0.492331401885246
"WALKING","17","BodyGyro","std","Y",-0.447085845819672
"WALKING","17","BodyGyro","std","Z",-0.412406567459016
"WALKING","17","BodyGyroJerk","mean","X",-0.109959237927869
"WALKING","17","BodyGyroJerk","mean","Y",-0.0379251328622951
"WALKING","17","BodyGyroJerk","mean","Z",-0.0513807166754098
"WALKING","17","BodyGyroJerk","std","X",-0.431296148196721
"WALKING","17","BodyGyroJerk","std","Y",-0.560203489016393
"WALKING","17","BodyGyroJerk","std","Z",-0.524422887377049
"WALKING","17","BodyGyroJerkMag","mean",NA,-0.517167440655738
"WALKING","17","BodyGyroJerkMag","std",NA,-0.53970849147541
"WALKING","17","BodyGyroMag","mean",NA,-0.335009836885246
"WALKING","17","BodyGyroMag","std",NA,-0.522494763606557
"WALKING","17","GravityAcc","mean","X",0.92811236852459
"WALKING","17","GravityAcc","mean","Y",-0.179927382704918
"WALKING","17","GravityAcc","mean","Z",-0.190265949622951
"WALKING","17","GravityAcc","std","X",-0.980983351639344
"WALKING","17","GravityAcc","std","Y",-0.968613202622951
"WALKING","17","GravityAcc","std","Z",-0.956903248196721
"WALKING","17","GravityAccMag","mean",NA,-0.151151487704918
"WALKING","17","GravityAccMag","std",NA,-0.461837866885246
"WALKING","18","BodyAcc","mean","X",-0.0487936988392857
"WALKING","18","BodyAcc","mean","Y",-0.130704317218304
"WALKING","18","BodyAcc","mean","Z",-0.296994683357143
"WALKING","18","BodyAcc","std","X",-0.377036860267857
"WALKING","18","BodyAcc","std","Y",-0.247139759767857
"WALKING","18","BodyAcc","std","Z",-0.434104819553571
"WALKING","18","BodyAccJerk","mean","X",-0.1690223633125
"WALKING","18","BodyAccJerk","mean","Y",-0.1668170006375
"WALKING","18","BodyAccJerk","mean","Z",-0.295231077892857
"WALKING","18","BodyAccJerk","std","X",-0.372024854642857
"WALKING","18","BodyAccJerk","std","Y",-0.320211438214286
"WALKING","18","BodyAccJerk","std","Z",-0.648826505
"WALKING","18","BodyAccJerkMag","mean",NA,-0.379269262142857
"WALKING","18","BodyAccJerkMag","std",NA,-0.42541866125
"WALKING","18","BodyAccMag","mean",NA,-0.356147406071429
"WALKING","18","BodyAccMag","std",NA,-0.512954761160714
"WALKING","18","BodyBodyAccJerkMag","mean",NA,-0.41403775125
"WALKING","18","BodyBodyAccJerkMag","std",NA,-0.444453486071429
"WALKING","18","BodyBodyGyroJerkMag","mean",NA,-0.710596311071429
"WALKING","18","BodyBodyGyroJerkMag","std",NA,-0.769408385535714
"WALKING","18","BodyBodyGyroMag","mean",NA,-0.620331394285714
"WALKING","18","BodyBodyGyroMag","std",NA,-0.668908146607143
"WALKING","18","BodyGyro","mean","X",-0.324806703033482
"WALKING","18","BodyGyro","mean","Y",-0.316135443505893
"WALKING","18","BodyGyro","mean","Z",-0.221840252679464
"WALKING","18","BodyGyro","std","X",-0.719670583839286
"WALKING","18","BodyGyro","std","Y",-0.478661100714286
"WALKING","18","BodyGyro","std","Z",-0.529913488035714
"WALKING","18","BodyGyroJerk","mean","X",-0.0966435295642857
"WALKING","18","BodyGyroJerk","mean","Y",-0.0433771125875
"WALKING","18","BodyGyroJerk","mean","Z",-0.0502631568175
"WALKING","18","BodyGyroJerk","std","X",-0.578133968392857
"WALKING","18","BodyGyroJerk","std","Y",-0.694925789464286
"WALKING","18","BodyGyroJerk","std","Z",-0.663259579285714
"WALKING","18","BodyGyroJerkMag","mean",NA,-0.636485896964286
"WALKING","18","BodyGyroJerkMag","std",NA,-0.726591779107143
"WALKING","18","BodyGyroMag","mean",NA,-0.500471147857143
"WALKING","18","BodyGyroMag","std",NA,-0.60851009125
"WALKING","18","GravityAcc","mean","X",0.92386524875
"WALKING","18","GravityAcc","mean","Y",-0.254317085892857
"WALKING","18","GravityAcc","mean","Z",-0.0609313415892857
"WALKING","18","GravityAcc","std","X",-0.983010882678571
"WALKING","18","GravityAcc","std","Y",-0.975311658928571
"WALKING","18","GravityAcc","std","Z",-0.97248384875
"WALKING","18","GravityAccMag","mean",NA,-0.287908078035714
"WALKING","18","GravityAccMag","std",NA,-0.460346465357143
"WALKING","19","BodyAcc","mean","X",0.121974802807692
"WALKING","19","BodyAcc","mean","Y",0.0750406084363461
"WALKING","19","BodyAcc","mean","Z",-0.113580015394231
"WALKING","19","BodyAcc","std","X",-0.0533935097491346
"WALKING","19","BodyAcc","std","Y",0.147208319587981
"WALKING","19","BodyAcc","std","Z",-0.186675136706731
"WALKING","19","BodyAccJerk","mean","X",0.0579313641157692
"WALKING","19","BodyAccJerk","mean","Y",0.0125716093000146
"WALKING","19","BodyAccJerk","mean","Z",-0.0810603874125
"WALKING","19","BodyAccJerk","std","X",0.100571689266442
"WALKING","19","BodyAccJerk","std","Y",0.0831640963057692
"WALKING","19","BodyAccJerk","std","Z",-0.203610169705673
"WALKING","19","BodyAccJerkMag","mean",NA,0.109450990201923
"WALKING","19","BodyAccJerkMag","std",NA,0.0356558788076923
"WALKING","19","BodyAccMag","mean",NA,0.0485222867435577
"WALKING","19","BodyAccMag","std",NA,-0.212093061596827
"WALKING","19","BodyBodyAccJerkMag","mean",NA,0.0730179928688462
"WALKING","19","BodyBodyAccJerkMag","std",NA,-0.0222869586038462
"WALKING","19","BodyBodyGyroJerkMag","mean",NA,-0.262442822846154
"WALKING","19","BodyBodyGyroJerkMag","std",NA,-0.336148733
"WALKING","19","BodyBodyGyroMag","mean",NA,-0.0952460452365385
"WALKING","19","BodyBodyGyroMag","std",NA,-0.141598402309615
"WALKING","19","BodyGyro","mean","X",0.100322631937981
"WALKING","19","BodyGyro","mean","Y",-0.0862559590163462
"WALKING","19","BodyGyro","mean","Z",0.0346529955161538
"WALKING","19","BodyGyro","std","X",-0.0674123026630769
"WALKING","19","BodyGyro","std","Y",-0.123708197151058
"WALKING","19","BodyGyro","std","Z",-0.162237088645192
"WALKING","19","BodyGyroJerk","mean","X",-0.0832353261384615
"WALKING","19","BodyGyroJerk","mean","Y",-0.0307128442115385
"WALKING","19","BodyGyroJerk","mean","Z",-0.0603091962115385
"WALKING","19","BodyGyroJerk","std","X",0.0801186523134615
"WALKING","19","BodyGyroJerk","std","Y",-0.291594827626923
"WALKING","19","BodyGyroJerk","std","Z",-0.213494065344231
"WALKING","19","BodyGyroJerkMag","mean",NA,-0.164699977592308
"WALKING","19","BodyGyroJerkMag","std",NA,-0.271487480103846
"WALKING","19","BodyGyroMag","mean",NA,0.100045071430769
"WALKING","19","BodyGyroMag","std",NA,-0.0218463165461538
"WALKING","19","GravityAcc","mean","X",0.935222559230769
"WALKING","19","GravityAcc","mean","Y",-0.2233381
"WALKING","19","GravityAcc","mean","Z",-0.0898428797307692
"WALKING","19","GravityAcc","std","X",-0.9698614625
"WALKING","19","GravityAcc","std","Y",-0.958651200384615
"WALKING","19","GravityAcc","std","Z",-0.929187930961539
"WALKING","19","GravityAccMag","mean",NA,0.0648173438653846
"WALKING","19","GravityAccMag","std",NA,-0.0993927171359615
"WALKING","20","BodyAcc","mean","X",0.0625925321519608
"WALKING","20","BodyAcc","mean","Y",0.191132979338235
"WALKING","20","BodyAcc","mean","Z",-0.192876669401961
"WALKING","20","BodyAcc","std","X",-0.221664218186275
"WALKING","20","BodyAcc","std","Y",0.464104074960784
"WALKING","20","BodyAcc","std","Z",-0.24761597204902
"WALKING","20","BodyAccJerk","mean","X",-0.0272969010294118
"WALKING","20","BodyAccJerk","mean","Y",0.0684359982029412
"WALKING","20","BodyAccJerk","mean","Z",-0.169824952019608
"WALKING","20","BodyAccJerk","std","X",-0.106441123698039
"WALKING","20","BodyAccJerk","std","Y",0.249962478529804
"WALKING","20","BodyAccJerk","std","Z",-0.407677518137255
"WALKING","20","BodyAccJerkMag","mean",NA,-0.0429359302764706
"WALKING","20","BodyAccJerkMag","std",NA,0.0210765716843137
"WALKING","20","BodyAccMag","mean",NA,0.0179344313198431
"WALKING","20","BodyAccMag","std",NA,-0.273432198117647
"WALKING","20","BodyBodyAccJerkMag","mean",NA,0.0545269493972549
"WALKING","20","BodyBodyAccJerkMag","std",NA,-0.0310650270227451
"WALKING","20","BodyBodyGyroJerkMag","mean",NA,-0.180365335498431
"WALKING","20","BodyBodyGyroJerkMag","std",NA,-0.171975765239216
"WALKING","20","BodyBodyGyroMag","mean",NA,-0.0520065599062745
